congress,chamber,rollnumber,icpsr,cast_code,prob
117,House,381,29768.0,1,100.0
117,House,381,29769.0,1,100.0
117,House,381,29776.0,1,100.0
117,House,381,29778.0,1,100.0
117,House,381,29901.0,1,100.0
117,House,381,29903.0,1,100.0
117,House,381,29908.0,1,100.0
117,House,381,29910.0,6,99.9
117,House,381,29911.0,1,100.0
117,House,381,31101.0,1,100.0
117,House,381,31102.0,6,100.0
117,House,381,31103.0,1,100.0
117,House,381,39301.0,1,100.0
117,House,381,39305.0,1,100.0
117,House,381,39307.0,1,100.0
117,House,381,91980.0,6,100.0
117,House,382,14066.0,6,99.9
117,House,382,14854.0,6,100.0
117,House,382,14863.0,6,97.9
117,House,382,14873.0,1,100.0
117,House,382,15019.0,1,99.4
117,House,382,15029.0,1,100.0
117,House,382,15410.0,1,100.0
117,House,382,15433.0,1,100.0
117,House,382,15438.0,1,100.0
117,House,382,15446.0,6,100.0
117,House,382,15454.0,1,100.0
117,House,382,15616.0,1,100.0
117,House,382,20104.0,1,100.0
117,House,382,20107.0,6,100.0
117,House,382,20119.0,1,100.0
117,House,382,20122.0,1,100.0
117,House,382,20124.0,6,100.0
117,House,382,20136.0,1,100.0
117,House,382,20138.0,6,100.0
117,House,382,20145.0,1,100.0
117,House,382,20301.0,6,100.0
117,House,382,20305.0,1,100.0
117,House,382,20307.0,6,100.0
117,House,382,20310.0,1,100.0
117,House,382,20316.0,6,99.9
117,House,382,20321.0,1,100.0
117,House,382,20322.0,1,99.9
117,House,382,20329.0,1,100.0
117,House,382,20340.0,1,100.0
117,House,382,20342.0,6,99.8
117,House,382,20343.0,1,100.0
117,House,382,20344.0,6,100.0
117,House,382,20355.0,6,100.0
117,House,382,20356.0,6,100.0
117,House,382,20501.0,1,99.9
117,House,382,20504.0,1,100.0
117,House,382,20517.0,1,100.0
117,House,382,20518.0,6,100.0
117,House,382,20519.0,1,100.0
117,House,382,20521.0,6,100.0
117,House,382,20522.0,6,100.0
117,House,382,20527.0,9,100.0
117,House,382,20529.0,1,100.0
117,House,382,20530.0,6,100.0
117,House,382,20533.0,1,99.9
117,House,382,20535.0,6,100.0
117,House,382,20537.0,1,100.0
117,House,382,20538.0,1,100.0
117,House,382,20542.0,1,100.0
117,House,382,20702.0,1,100.0
117,House,382,20703.0,6,100.0
117,House,382,20704.0,6,100.0
117,House,382,20705.0,1,100.0
117,House,382,20706.0,1,100.0
117,House,382,20708.0,1,100.0
117,House,382,20709.0,6,100.0
117,House,382,20712.0,1,100.0
117,House,382,20723.0,1,100.0
117,House,382,20724.0,1,100.0
117,House,382,20725.0,6,100.0
117,House,382,20729.0,6,100.0
117,House,382,20733.0,1,100.0
117,House,382,20738.0,6,100.0
117,House,382,20748.0,1,100.0
117,House,382,20749.0,1,100.0
117,House,382,20750.0,1,100.0
117,House,382,20755.0,6,100.0
117,House,382,20756.0,6,100.0
117,House,382,20757.0,1,100.0
117,House,382,20758.0,6,100.0
117,House,382,20759.0,6,100.0
117,House,382,20762.0,1,100.0
117,House,382,20902.0,1,99.5
117,House,382,20903.0,6,100.0
117,House,382,20907.0,1,100.0
117,House,382,20909.0,6,100.0
117,House,382,20916.0,6,100.0
117,House,382,20920.0,1,100.0
117,House,382,20926.0,6,100.0
117,House,382,20927.0,1,100.0
117,House,382,20934.0,1,100.0
117,House,382,20944.0,1,99.7
117,House,382,20946.0,6,100.0
117,House,382,20952.0,1,100.0
117,House,382,20954.0,1,100.0
117,House,382,20955.0,1,100.0
117,House,382,20958.0,1,100.0
117,House,382,20959.0,1,100.0
117,House,382,21101.0,6,99.9
117,House,382,21102.0,1,100.0
117,House,382,21103.0,6,100.0
117,House,382,21105.0,6,100.0
117,House,382,21106.0,6,100.0
117,House,382,21108.0,6,100.0
117,House,382,21110.0,1,100.0
117,House,382,21116.0,6,100.0
117,House,382,21118.0,1,100.0
117,House,382,21123.0,6,100.0
117,House,382,21128.0,6,99.3
117,House,382,21132.0,6,100.0
117,House,382,21139.0,6,100.0
117,House,382,21140.0,1,100.0
117,House,382,21142.0,6,100.0
117,House,382,21148.0,6,100.0
117,House,382,21149.0,6,100.0
117,House,382,21150.0,6,100.0
117,House,382,21162.0,6,100.0
117,House,382,21165.0,6,100.0
117,House,382,21167.0,6,100.0
117,House,382,21172.0,1,100.0
117,House,382,21174.0,6,100.0
117,House,382,21178.0,6,100.0
117,House,382,21179.0,6,100.0
117,House,382,21187.0,6,100.0
117,House,382,21188.0,6,100.0
117,House,382,21191.0,6,100.0
117,House,382,21193.0,6,100.0
117,House,382,21196.0,6,100.0
117,House,382,21198.0,1,100.0
117,House,382,21302.0,6,100.0
117,House,382,21303.0,1,100.0
117,House,382,21304.0,1,100.0
117,House,382,21306.0,1,100.0
117,House,382,21307.0,6,99.7
117,House,382,21308.0,1,100.0
117,House,382,21309.0,1,100.0
117,House,382,21311.0,1,100.0
117,House,382,21312.0,1,100.0
117,House,382,21313.0,1,100.0
117,House,382,21314.0,1,100.0
117,House,382,21315.0,1,99.8
117,House,382,21321.0,1,100.0
117,House,382,21326.0,1,99.8
117,House,382,21328.0,6,99.9
117,House,382,21329.0,1,100.0
117,House,382,21330.0,6,100.0
117,House,382,21333.0,6,100.0
117,House,382,21337.0,6,100.0
117,House,382,21339.0,1,100.0
117,House,382,21340.0,1,100.0
117,House,382,21342.0,1,100.0
117,House,382,21343.0,1,100.0
117,House,382,21344.0,1,100.0
117,House,382,21346.0,6,100.0
117,House,382,21351.0,6,100.0
117,House,382,21352.0,1,100.0
117,House,382,21353.0,6,99.7
117,House,382,21355.0,6,100.0
117,House,382,21356.0,9,100.0
117,House,382,21358.0,1,100.0
117,House,382,21359.0,6,100.0
117,House,382,21360.0,6,100.0
117,House,382,21362.0,1,100.0
117,House,382,21364.0,6,100.0
117,House,382,21365.0,1,100.0
117,House,382,21366.0,1,100.0
117,House,382,21367.0,6,100.0
117,House,382,21368.0,1,100.0
117,House,382,21370.0,1,100.0
117,House,382,21371.0,1,100.0
117,House,382,21372.0,1,100.0
117,House,382,21373.0,6,100.0
117,House,382,21375.0,1,100.0
117,House,382,21500.0,6,100.0
117,House,382,21502.0,1,100.0
117,House,382,21503.0,6,100.0
117,House,382,21504.0,1,100.0
117,House,382,21506.0,1,100.0
117,House,382,21507.0,1,100.0
117,House,382,21508.0,1,100.0
117,House,382,21510.0,6,100.0
117,House,382,21513.0,6,100.0
117,House,382,21514.0,6,100.0
117,House,382,21515.0,6,100.0
117,House,382,21516.0,6,100.0
117,House,382,21519.0,6,100.0
117,House,382,21523.0,6,100.0
117,House,382,21525.0,1,100.0
117,House,382,21526.0,6,100.0
117,House,382,21529.0,1,100.0
117,House,382,21530.0,1,100.0
117,House,382,21531.0,6,100.0
117,House,382,21536.0,1,100.0
117,House,382,21538.0,1,100.0
117,House,382,21539.0,6,100.0
117,House,382,21540.0,1,100.0
117,House,382,21541.0,6,100.0
117,House,382,21542.0,6,97.9
117,House,382,21544.0,6,100.0
117,House,382,21545.0,1,100.0
117,House,382,21548.0,1,100.0
117,House,382,21551.0,6,100.0
117,House,382,21554.0,1,100.0
117,House,382,21556.0,6,100.0
117,House,382,21557.0,6,100.0
117,House,382,21559.0,6,100.0
117,House,382,21561.0,6,100.0
117,House,382,21562.0,6,100.0
117,House,382,21563.0,6,100.0
117,House,382,21564.0,6,100.0
117,House,382,21565.0,6,100.0
117,House,382,21566.0,1,100.0
117,House,382,21700.0,6,100.0
117,House,382,21701.0,6,99.9
117,House,382,21702.0,6,100.0
117,House,382,21703.0,1,100.0
117,House,382,21704.0,6,100.0
117,House,382,21705.0,6,100.0
117,House,382,21706.0,1,100.0
117,House,382,21707.0,1,100.0
117,House,382,21708.0,6,100.0
117,House,382,21709.0,1,100.0
117,House,382,21710.0,6,100.0
117,House,382,21711.0,1,100.0
117,House,382,21712.0,1,100.0
117,House,382,21713.0,1,100.0
117,House,382,21714.0,6,100.0
117,House,382,21715.0,1,100.0
117,House,382,21717.0,6,100.0
117,House,382,21718.0,6,93.1
117,House,382,21719.0,6,100.0
117,House,382,21720.0,6,100.0
117,House,382,21722.0,1,100.0
117,House,382,21723.0,1,99.5
117,House,382,21724.0,6,100.0
117,House,382,21725.0,6,100.0
117,House,382,21726.0,1,100.0
117,House,382,21727.0,6,100.0
117,House,382,21728.0,1,100.0
117,House,382,21730.0,1,100.0
117,House,382,21731.0,6,100.0
117,House,382,21732.0,1,100.0
117,House,382,21735.0,6,100.0
117,House,382,21736.0,1,100.0
117,House,382,21738.0,1,99.4
117,House,382,21739.0,1,99.9
117,House,382,21740.0,1,100.0
117,House,382,21741.0,1,100.0
117,House,382,21744.0,6,100.0
117,House,382,21745.0,6,100.0
117,House,382,21746.0,1,100.0
117,House,382,21747.0,1,99.9
117,House,382,21749.0,6,100.0
117,House,382,21750.0,6,100.0
117,House,382,21753.0,6,100.0
117,House,382,21754.0,1,100.0
117,House,382,21755.0,6,100.0
117,House,382,21756.0,1,98.9
117,House,382,21757.0,6,100.0
117,House,382,21758.0,6,100.0
117,House,382,21759.0,6,100.0
117,House,382,21760.0,6,100.0
117,House,382,21761.0,1,100.0
117,House,382,21762.0,1,100.0
117,House,382,21763.0,1,100.0
117,House,382,21900.0,1,100.0
117,House,382,21901.0,6,100.0
117,House,382,21902.0,1,100.0
117,House,382,21903.0,6,100.0
117,House,382,21905.0,6,100.0
117,House,382,21906.0,1,100.0
117,House,382,21908.0,6,100.0
117,House,382,21910.0,1,100.0
117,House,382,21911.0,6,100.0
117,House,382,21912.0,1,100.0
117,House,382,21914.0,1,100.0
117,House,382,21915.0,1,100.0
117,House,382,21916.0,1,100.0
117,House,382,21917.0,1,100.0
117,House,382,21919.0,1,100.0
117,House,382,21920.0,6,100.0
117,House,382,21921.0,1,100.0
117,House,382,21922.0,1,100.0
117,House,382,21923.0,1,96.6
117,House,382,21924.0,6,99.5
117,House,382,21925.0,6,100.0
117,House,382,21926.0,6,100.0
117,House,382,21927.0,6,100.0
117,House,382,21929.0,6,100.0
117,House,382,21930.0,1,100.0
117,House,382,21931.0,1,100.0
117,House,382,21934.0,1,100.0
117,House,382,21935.0,6,100.0
117,House,382,21936.0,6,100.0
117,House,382,21937.0,1,100.0
117,House,382,21938.0,1,100.0
117,House,382,21939.0,1,100.0
117,House,382,21940.0,1,100.0
117,House,382,21941.0,1,99.9
117,House,382,21942.0,1,100.0
117,House,382,21944.0,1,100.0
117,House,382,21945.0,6,100.0
117,House,382,21946.0,6,100.0
117,House,382,21948.0,1,100.0
117,House,382,21949.0,1,100.0
117,House,382,21950.0,1,99.9
117,House,382,21951.0,1,100.0
117,House,382,21952.0,6,100.0
117,House,382,21953.0,1,100.0
117,House,382,21954.0,1,99.9
117,House,382,21955.0,1,100.0
117,House,382,21956.0,6,100.0
117,House,382,21959.0,6,100.0
117,House,382,21961.0,6,100.0
117,House,382,21962.0,1,100.0
117,House,382,21964.0,1,100.0
117,House,382,21965.0,1,100.0
117,House,382,21966.0,1,99.8
117,House,382,21968.0,1,100.0
117,House,382,21969.0,6,100.0
117,House,382,21970.0,6,100.0
117,House,382,21971.0,6,100.0
117,House,382,21972.0,1,100.0
117,House,382,21973.0,6,100.0
117,House,382,21974.0,6,100.0
117,House,382,21975.0,1,99.9
117,House,382,21977.0,1,100.0
117,House,382,21978.0,1,100.0
117,House,382,21979.0,1,100.0
117,House,382,21981.0,6,100.0
117,House,382,21983.0,1,100.0
117,House,382,21985.0,6,100.0
117,House,382,21986.0,6,100.0
117,House,382,21987.0,6,100.0
117,House,382,21988.0,6,100.0
117,House,382,21989.0,6,100.0
117,House,382,21990.0,6,100.0
117,House,382,22100.0,1,100.0
117,House,382,22101.0,6,100.0
117,House,382,22102.0,6,100.0
117,House,382,22103.0,6,100.0
117,House,382,22104.0,1,100.0
117,House,382,22105.0,1,100.0
117,House,382,22106.0,1,99.7
117,House,382,22107.0,6,100.0
117,House,382,22108.0,6,100.0
117,House,382,22109.0,6,100.0
117,House,382,22110.0,6,100.0
117,House,382,22111.0,6,100.0
117,House,382,22112.0,6,100.0
117,House,382,22113.0,6,100.0
117,House,382,22114.0,6,100.0
117,House,382,22115.0,6,100.0
117,House,382,22116.0,6,100.0
117,House,382,22117.0,6,99.6
117,House,382,22118.0,6,100.0
117,House,382,22119.0,6,100.0
117,House,382,22120.0,6,100.0
117,House,382,22121.0,6,100.0
117,House,382,22122.0,6,100.0
117,House,382,22123.0,6,100.0
117,House,382,22124.0,6,100.0
117,House,382,22125.0,6,100.0
117,House,382,22126.0,1,100.0
117,House,382,22127.0,1,100.0
117,House,382,22128.0,1,100.0
117,House,382,22129.0,6,99.7
117,House,382,22130.0,6,100.0
117,House,382,22131.0,1,100.0
117,House,382,22132.0,6,100.0
117,House,382,22133.0,6,100.0
117,House,382,22134.0,6,100.0
117,House,382,22135.0,1,100.0
117,House,382,22136.0,6,100.0
117,House,382,22137.0,6,99.7
117,House,382,22138.0,6,100.0
117,House,382,22139.0,6,100.0
117,House,382,22140.0,6,100.0
117,House,382,22141.0,6,100.0
117,House,382,22142.0,1,100.0
117,House,382,22143.0,6,100.0
117,House,382,22144.0,1,100.0
117,House,382,22145.0,6,100.0
117,House,382,22146.0,6,100.0
117,House,382,22147.0,6,100.0
117,House,382,22148.0,6,100.0
117,House,382,22149.0,1,100.0
117,House,382,22150.0,6,99.9
117,House,382,22151.0,6,100.0
117,House,382,22152.0,6,100.0
117,House,382,22153.0,1,100.0
117,House,382,22154.0,1,100.0
117,House,382,22155.0,6,100.0
117,House,382,22156.0,1,100.0
117,House,382,22157.0,6,100.0
117,House,382,22158.0,1,100.0
117,House,382,22159.0,1,100.0
117,House,382,22160.0,6,100.0
117,House,382,22161.0,1,100.0
117,House,382,22162.0,6,100.0
117,House,382,29106.0,1,100.0
117,House,382,29109.0,1,100.0
117,House,382,29312.0,1,100.0
117,House,382,29317.0,1,100.0
117,House,382,29323.0,6,100.0
117,House,382,29339.0,1,100.0
117,House,382,29346.0,1,100.0
117,House,382,29368.0,1,100.0
117,House,382,29377.0,1,100.0
117,House,382,29378.0,1,100.0
117,House,382,29379.0,1,100.0
117,House,382,29393.0,6,100.0
117,House,382,29504.0,1,100.0
117,House,382,29550.0,6,100.0
117,House,382,29561.0,1,100.0
117,House,382,29571.0,1,100.0
117,House,382,29573.0,1,100.0
117,House,382,29588.0,1,100.0
117,House,382,29701.0,6,100.0
117,House,382,29707.0,1,100.0
117,House,382,29710.0,1,100.0
117,House,382,29717.0,1,100.0
117,House,382,29729.0,1,100.0
117,House,382,29741.0,1,100.0
117,House,382,29759.0,6,100.0
117,House,382,29760.0,6,100.0
117,House,382,29762.0,6,100.0
117,House,382,29768.0,1,100.0
117,House,382,29769.0,1,100.0
117,House,382,29776.0,1,100.0
117,House,382,29778.0,1,100.0
117,House,382,29901.0,1,100.0
117,House,382,29903.0,1,100.0
117,House,382,29908.0,1,100.0
117,House,382,29910.0,6,99.9
117,House,382,29911.0,1,100.0
117,House,382,31101.0,1,100.0
117,House,382,31102.0,6,100.0
117,House,382,31103.0,1,100.0
117,House,382,39301.0,1,100.0
117,House,382,39305.0,1,100.0
117,House,382,39307.0,1,100.0
117,House,382,91980.0,6,100.0
117,House,383,14066.0,1,99.9
117,House,383,14854.0,9,100.0
117,House,383,14863.0,1,97.9
117,House,383,14873.0,6,100.0
117,House,383,15019.0,6,99.4
117,House,383,15029.0,6,100.0
117,House,383,15410.0,6,100.0
117,House,383,15433.0,6,100.0
117,House,383,15438.0,6,100.0
117,House,383,15446.0,1,100.0
117,House,383,15448.0,6,100.0
117,House,383,15454.0,6,100.0
117,House,383,15616.0,6,100.0
117,House,383,20104.0,6,100.0
117,House,383,20107.0,1,100.0
117,House,383,20119.0,6,100.0
117,House,383,20122.0,6,100.0
117,House,383,20124.0,1,100.0
117,House,383,20136.0,6,100.0
117,House,383,20138.0,1,100.0
117,House,383,20145.0,6,100.0
117,House,383,20301.0,9,100.0
117,House,383,20305.0,6,100.0
117,House,383,20307.0,1,100.0
117,House,383,20310.0,6,100.0
117,House,383,20316.0,1,99.9
117,House,383,20321.0,6,100.0
117,House,383,20322.0,6,99.9
117,House,383,20329.0,6,100.0
117,House,383,20340.0,6,100.0
117,House,383,20342.0,1,99.8
117,House,383,20343.0,6,100.0
117,House,383,20344.0,1,100.0
117,House,383,20355.0,1,100.0
117,House,383,20356.0,1,100.0
117,House,383,20501.0,6,99.9
117,House,383,20504.0,6,100.0
117,House,383,20517.0,6,100.0
117,House,383,20518.0,1,100.0
117,House,383,20519.0,6,100.0
117,House,383,20521.0,1,100.0
117,House,383,20522.0,1,100.0
117,House,383,20527.0,1,100.0
117,House,383,20529.0,6,100.0
117,House,383,20530.0,1,100.0
117,House,383,20533.0,6,99.9
117,House,383,20535.0,1,100.0
117,House,383,20537.0,6,100.0
117,House,383,20538.0,6,100.0
117,House,383,20542.0,6,100.0
117,House,383,20702.0,6,100.0
117,House,383,20703.0,1,100.0
117,House,383,20704.0,1,100.0
117,House,383,20705.0,6,100.0
117,House,383,20706.0,6,100.0
117,House,383,20708.0,6,100.0
117,House,383,20709.0,1,100.0
117,House,383,20712.0,6,100.0
117,House,383,20723.0,6,100.0
117,House,383,20724.0,6,100.0
117,House,383,20725.0,1,100.0
117,House,383,20729.0,1,100.0
117,House,383,20733.0,9,100.0
117,House,383,20738.0,1,100.0
117,House,383,20748.0,6,100.0
117,House,383,20749.0,6,100.0
117,House,383,20750.0,6,100.0
117,House,383,20755.0,1,100.0
117,House,383,20756.0,1,100.0
117,House,383,20757.0,6,100.0
117,House,383,20758.0,1,100.0
117,House,383,20759.0,1,100.0
117,House,383,20762.0,6,100.0
117,House,383,20902.0,6,99.5
117,House,383,20903.0,1,100.0
117,House,383,20907.0,6,100.0
117,House,383,20909.0,1,100.0
117,House,383,20916.0,1,100.0
117,House,383,20920.0,6,100.0
117,House,383,20926.0,1,100.0
117,House,383,20927.0,6,100.0
117,House,383,20934.0,6,100.0
117,House,383,20944.0,6,99.7
117,House,383,20946.0,1,100.0
117,House,383,20952.0,6,100.0
117,House,383,20954.0,6,100.0
117,House,383,20955.0,6,100.0
117,House,383,20958.0,6,100.0
117,House,383,20959.0,6,100.0
117,House,383,21101.0,1,99.9
117,House,383,21102.0,6,100.0
117,House,383,21103.0,1,100.0
117,House,383,21105.0,1,100.0
117,House,383,21106.0,1,100.0
117,House,383,21108.0,1,100.0
117,House,383,21110.0,6,100.0
117,House,383,21116.0,1,100.0
117,House,383,21118.0,6,100.0
117,House,383,21123.0,1,100.0
117,House,383,21128.0,1,99.3
117,House,383,21132.0,1,100.0
117,House,383,21139.0,1,100.0
117,House,383,21140.0,6,100.0
117,House,383,21142.0,1,100.0
117,House,383,21148.0,1,100.0
117,House,383,21149.0,1,100.0
117,House,383,21150.0,1,100.0
117,House,383,21162.0,1,100.0
117,House,383,21165.0,1,100.0
117,House,383,21167.0,1,100.0
117,House,383,21172.0,6,100.0
117,House,383,21174.0,1,100.0
117,House,383,21178.0,1,100.0
117,House,383,21179.0,1,100.0
117,House,383,21187.0,1,100.0
117,House,383,21188.0,1,100.0
117,House,383,21191.0,1,100.0
117,House,383,21193.0,1,100.0
117,House,383,21196.0,1,100.0
117,House,383,21198.0,6,100.0
117,House,383,21302.0,1,100.0
117,House,383,21303.0,6,100.0
117,House,383,21304.0,6,100.0
117,House,383,21306.0,6,100.0
117,House,383,21307.0,1,99.7
117,House,383,21308.0,6,100.0
117,House,383,21309.0,6,100.0
117,House,383,21311.0,6,100.0
117,House,383,21312.0,6,100.0
117,House,383,21313.0,6,100.0
117,House,383,21314.0,6,100.0
117,House,383,21315.0,6,99.8
117,House,383,21321.0,6,100.0
117,House,383,21326.0,6,99.8
117,House,383,21328.0,1,99.9
117,House,383,21329.0,6,100.0
117,House,383,21330.0,1,100.0
117,House,383,21333.0,1,100.0
117,House,383,21337.0,1,100.0
117,House,383,21339.0,6,100.0
117,House,383,21340.0,6,100.0
117,House,383,21342.0,6,100.0
117,House,383,21343.0,6,100.0
117,House,383,21344.0,6,100.0
117,House,383,21346.0,1,100.0
117,House,383,21351.0,1,100.0
117,House,383,21352.0,6,100.0
117,House,383,21353.0,1,99.7
117,House,383,21355.0,1,100.0
117,House,383,21356.0,9,100.0
117,House,383,21358.0,6,100.0
117,House,383,21359.0,1,100.0
117,House,383,21360.0,1,100.0
117,House,383,21362.0,6,100.0
117,House,383,21364.0,1,100.0
117,House,383,21365.0,6,100.0
117,House,383,21366.0,6,100.0
117,House,383,21367.0,1,100.0
117,House,383,21368.0,6,100.0
117,House,383,21370.0,6,100.0
117,House,383,21371.0,6,100.0
117,House,383,21372.0,6,100.0
117,House,383,21373.0,1,100.0
117,House,383,21375.0,6,100.0
117,House,383,21500.0,1,100.0
117,House,383,21502.0,6,100.0
117,House,383,21503.0,1,100.0
117,House,383,21504.0,6,100.0
117,House,383,21506.0,6,100.0
117,House,383,21507.0,6,100.0
117,House,383,21508.0,6,100.0
117,House,383,21510.0,9,100.0
117,House,383,21513.0,1,100.0
117,House,383,21514.0,1,100.0
117,House,383,21515.0,1,100.0
117,House,383,21516.0,1,100.0
117,House,383,21519.0,1,100.0
117,House,383,21523.0,1,100.0
117,House,383,21525.0,6,100.0
117,House,383,21526.0,1,100.0
117,House,383,21529.0,6,100.0
117,House,383,21530.0,6,100.0
117,House,383,21531.0,1,100.0
117,House,383,21536.0,6,100.0
117,House,383,21538.0,6,100.0
117,House,383,21539.0,1,100.0
117,House,383,21540.0,6,100.0
117,House,383,21541.0,1,100.0
117,House,383,21542.0,1,97.9
117,House,383,21544.0,1,100.0
117,House,383,21545.0,6,100.0
117,House,383,21548.0,6,100.0
117,House,383,21551.0,1,100.0
117,House,383,21554.0,6,100.0
117,House,383,21556.0,1,100.0
117,House,383,21557.0,1,100.0
117,House,383,21559.0,1,100.0
117,House,383,21561.0,1,100.0
117,House,383,21562.0,1,100.0
117,House,383,21563.0,1,100.0
117,House,383,21564.0,1,100.0
117,House,383,21565.0,1,100.0
117,House,383,21566.0,6,100.0
117,House,383,21700.0,1,100.0
117,House,383,21701.0,1,99.9
117,House,383,21702.0,1,100.0
117,House,383,21703.0,6,100.0
117,House,383,21704.0,1,100.0
117,House,383,21705.0,1,100.0
117,House,383,21706.0,6,100.0
117,House,383,21707.0,6,100.0
117,House,383,21708.0,1,100.0
117,House,383,21709.0,6,100.0
117,House,383,21710.0,1,100.0
117,House,383,21711.0,6,100.0
117,House,383,21712.0,6,100.0
117,House,383,21713.0,6,100.0
117,House,383,21714.0,1,100.0
117,House,383,21715.0,6,100.0
117,House,383,21717.0,1,100.0
117,House,383,21718.0,1,93.1
117,House,383,21719.0,1,100.0
117,House,383,21720.0,1,100.0
117,House,383,21722.0,6,100.0
117,House,383,21723.0,6,99.5
117,House,383,21724.0,1,100.0
117,House,383,21725.0,1,100.0
117,House,383,21726.0,6,100.0
117,House,383,21727.0,1,100.0
117,House,383,21728.0,6,100.0
117,House,383,21730.0,6,100.0
117,House,383,21731.0,1,100.0
117,House,383,21732.0,6,100.0
117,House,383,21735.0,1,100.0
117,House,383,21736.0,6,100.0
117,House,383,21738.0,6,99.4
117,House,383,21739.0,6,99.9
117,House,383,21740.0,6,100.0
117,House,383,21741.0,6,100.0
117,House,383,21744.0,1,100.0
117,House,383,21745.0,1,100.0
117,House,383,21746.0,6,100.0
117,House,383,21747.0,6,99.9
117,House,383,21749.0,1,100.0
117,House,383,21750.0,1,100.0
117,House,383,21753.0,1,100.0
117,House,383,21754.0,6,100.0
117,House,383,21755.0,1,100.0
117,House,383,21756.0,6,98.9
117,House,383,21757.0,1,100.0
117,House,383,21758.0,1,100.0
117,House,383,21759.0,1,100.0
117,House,383,21760.0,1,100.0
117,House,383,21761.0,6,100.0
117,House,383,21762.0,6,100.0
117,House,383,21763.0,6,100.0
117,House,383,21900.0,6,100.0
117,House,383,21901.0,1,100.0
117,House,383,21902.0,6,100.0
117,House,383,21903.0,1,100.0
117,House,383,21905.0,1,100.0
117,House,383,21906.0,6,100.0
117,House,383,21908.0,1,100.0
117,House,383,21910.0,6,100.0
117,House,383,21911.0,1,100.0
117,House,383,21912.0,6,100.0
117,House,383,21914.0,6,100.0
117,House,383,21915.0,6,100.0
117,House,383,21916.0,6,100.0
117,House,383,21917.0,6,100.0
117,House,383,21919.0,6,100.0
117,House,383,21920.0,1,100.0
117,House,383,21921.0,6,100.0
117,House,383,21922.0,6,100.0
117,House,383,21923.0,6,96.6
117,House,383,21924.0,1,99.5
117,House,383,21925.0,1,100.0
117,House,383,21926.0,1,100.0
117,House,383,21927.0,1,100.0
117,House,383,21929.0,1,100.0
117,House,383,21930.0,6,100.0
117,House,383,21931.0,6,100.0
117,House,383,21934.0,6,100.0
117,House,383,21935.0,1,100.0
117,House,383,21936.0,1,100.0
117,House,383,21937.0,6,100.0
117,House,383,21938.0,6,100.0
117,House,383,21939.0,6,100.0
117,House,383,21940.0,6,100.0
117,House,383,21941.0,6,99.9
117,House,383,21942.0,6,100.0
117,House,383,21944.0,6,100.0
117,House,383,21945.0,1,100.0
117,House,383,21946.0,1,100.0
117,House,383,21948.0,6,100.0
117,House,383,21949.0,6,100.0
117,House,383,21950.0,6,99.9
117,House,383,21951.0,6,100.0
117,House,383,21952.0,1,100.0
117,House,383,21953.0,6,100.0
117,House,383,21954.0,6,99.9
117,House,383,21955.0,6,100.0
117,House,383,21956.0,1,100.0
117,House,383,21959.0,1,100.0
117,House,383,21961.0,1,100.0
117,House,383,21962.0,6,100.0
117,House,383,21964.0,6,100.0
117,House,383,21965.0,6,100.0
117,House,383,21966.0,6,99.8
117,House,383,21968.0,6,100.0
117,House,383,21969.0,1,100.0
117,House,383,21970.0,1,100.0
117,House,383,21971.0,1,100.0
117,House,383,21972.0,6,100.0
117,House,383,21973.0,1,100.0
117,House,383,21974.0,1,100.0
117,House,383,21975.0,6,99.9
117,House,383,21977.0,6,100.0
117,House,383,21978.0,6,100.0
117,House,383,21979.0,6,100.0
117,House,383,21981.0,1,100.0
117,House,383,21983.0,6,100.0
117,House,383,21985.0,1,100.0
117,House,383,21986.0,1,100.0
117,House,383,21987.0,1,100.0
117,House,383,21988.0,1,100.0
117,House,383,21989.0,1,100.0
117,House,383,21990.0,1,100.0
117,House,383,22100.0,6,100.0
117,House,383,22101.0,1,100.0
117,House,383,22102.0,1,100.0
117,House,383,22103.0,1,100.0
117,House,383,22104.0,6,100.0
117,House,383,22105.0,6,100.0
117,House,383,22106.0,6,99.7
117,House,383,22107.0,1,100.0
117,House,383,22108.0,9,100.0
117,House,383,22109.0,1,100.0
117,House,383,22110.0,1,100.0
117,House,383,22111.0,1,100.0
117,House,383,22112.0,1,100.0
117,House,383,22113.0,1,100.0
117,House,383,22114.0,1,100.0
117,House,383,22115.0,1,100.0
117,House,383,22116.0,1,100.0
117,House,383,22117.0,1,99.6
117,House,383,22118.0,1,100.0
117,House,383,22119.0,1,100.0
117,House,383,22120.0,1,100.0
117,House,383,22121.0,1,100.0
117,House,383,22122.0,1,100.0
117,House,383,22123.0,1,100.0
117,House,383,22124.0,1,100.0
117,House,383,22125.0,1,100.0
117,House,383,22126.0,6,100.0
117,House,383,22127.0,6,100.0
117,House,383,22128.0,6,100.0
117,House,383,22129.0,1,99.7
117,House,383,22130.0,1,100.0
117,House,383,22131.0,6,100.0
117,House,383,22132.0,1,100.0
117,House,383,22133.0,1,100.0
117,House,383,22134.0,1,100.0
117,House,383,22135.0,6,100.0
117,House,383,22136.0,1,100.0
117,House,383,22137.0,1,99.7
117,House,383,22138.0,1,100.0
117,House,383,22139.0,1,100.0
117,House,383,22140.0,1,100.0
117,House,383,22141.0,1,100.0
117,House,383,22142.0,6,100.0
117,House,383,22143.0,1,100.0
117,House,383,22144.0,6,100.0
